no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words
12336,2023-12-14T10:49:53.000Z,Kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat Apakah Rancangan Undang Undang tentang usulan inisiatif Badan Legislasi DPR RI PKSAMINuntukIndonesia,kini tiba saat kami tanya kepada sidang dewan yang hormat apakah rancangan undang undang tentang usul inisiatif badan legislasi DPR RI pksaminuntukindonesia,0.0,0.0,0.0,neutral,"['kini', 'tiba', 'saat', 'kami', 'tanya', 'kepada', 'sidang', 'dewan', 'yang', 'hormat', 'apakah', 'rancangan', 'undang', 'undang', 'tentang', 'usul', 'inisiatif', 'badan', 'legislasi', 'DPR', 'RI', 'pksaminuntukindonesia']","['kini', 'tanya', 'kepada', 'sidang', 'dewan', 'rancangan', 'undang', 'undang', 'tentang', 'usul', 'inisiatif', 'badan', 'legislasi', 'DPR', 'RI']","['tiba', 'saat', 'kami', 'hormat', 'apakah', 'pksaminuntukindonesia']"
12350,2023-12-16T14:22:48.000Z,Dua Anggota DPRD Solsel Dapil Turun ke Lapangan Guna Tampung Aspirasi Masyarakat Pada penghujung tahun Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan lakukan reses kemasing masing Daerah Pemilihan Dapil,dua anggota DPRD solsel dapil turun ke lapang penggunaan tampung aspirasi masyarakat pada hujung tahun dewan wakil rakyat daerah DPRD kabupaten solok selatan pelaksanaan reses kemasing masing daerah pilih dapil,0.0,0.0,0.0,neutral,"['dua', 'anggota', 'DPRD', 'solsel', 'dapil', 'turun', 'ke', 'lapang', 'penggunaan', 'tampung', 'aspirasi', 'masyarakat', 'pada', 'hujung', 'tahun', 'dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'solok', 'selatan', 'pelaksanaan', 'reses', 'kemasing', 'masing', 'daerah', 'pilih', 'dapil']","['dua', 'anggota', 'DPRD', 'dapil', 'turun', 'lapang', 'penggunaan', 'aspirasi', 'masyarakat', 'hujung', 'tahun', 'dewan', 'wakil', 'rakyat', 'daerah', 'DPRD', 'kabupaten', 'selatan', 'pelaksanaan', 'reses', 'daerah', 'pilih', 'dapil']","['solsel', 'ke', 'tampung', 'solok', 'kemasing', 'masing']"
12369,2024-12-30T12:08:53.000Z,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK GA SETUJU ANEH BANGET NI PARTAI,DIA KAN ANGGOTA DPR SEMUA PENGATURAN DAN UNDANG UNDANG LEWAT BAHAS DPR DIANALISA BAHAS TUJU OLEH DPR DAN SUDAH SAH OLEH DPR KENAPA SEKARANG TERIAK TIDAK TUJU ANEH BANGET INI PARTAI,-1.8,-0.45,0.447213595499958,negative,"['DIA', 'KAN', 'ANGGOTA', 'DPR', 'SEMUA', 'PENGATURAN', 'DAN', 'UNDANG', 'UNDANG', 'LEWAT', 'BAHAS', 'DPR', 'DIANALISA', 'BAHAS', 'TUJU', 'OLEH', 'DPR', 'DAN', 'SUDAH', 'SAH', 'OLEH', 'DPR', 'KENAPA', 'SEKARANG', 'TERIAK', 'TIDAK', 'TUJU', 'ANEH', 'BANGET', 'INI', 'PARTAI']","['ANGGOTA', 'DPR', 'SEMUA', 'PENGATURAN', 'UNDANG', 'UNDANG', 'LEWAT', 'BAHAS', 'DPR', 'BAHAS', 'TUJU', 'DPR', 'DPR', 'TERIAK', 'TUJU', 'ANEH', 'BANGET', 'PARTAI']","['KAN', 'DAN', 'DIANALISA', 'DAN', 'SAH', 'KENAPA', 'SEKARANG', 'INI']"
12370,2024-12-30T12:01:23.000Z,enak banget ngelakuin kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan kalau kalian juga benar mendukung asas equality before the law !! cc,enak banget pelaksanaan salah fatal sanksi cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang polisi bukti jika kalian juga banget dukungan asas equality before the law ! ! cc,-0.2,-0.05,1.6431676725154982,negative,"['enak', 'banget', 'pelaksanaan', 'salah', 'fatal', 'sanksi', 'cuma', 'kena', 'mutasi', 'bapak', 'ibu', 'yth', 'wakil', 'rakyat', 'tolong', 'segera', 'revisi', 'undang', 'undang', 'polisi', 'bukti', 'jika', 'kalian', 'juga', 'banget', 'dukungan', 'asas', 'equality', 'before', 'the', 'law', '!', '!', 'cc']","['enak', 'banget', 'pelaksanaan', 'salah', 'fatal', 'cuma', 'kena', 'bapak', 'wakil', 'rakyat', 'tolong', 'segera', 'revisi', 'undang', 'undang', 'bukti', 'kalian', 'banget', 'dukungan']","['sanksi', 'mutasi', 'ibu', 'yth', 'polisi', 'jika', 'juga', 'asas', 'equality', 'before', 'the', 'law', '!', '!', 'cc']"
12385,2024-12-30T05:45:26.000Z,apakah seorang legislatif yg menampung aspirasi rakyat lalu menyampaikan dlm forum karena berbeda dgn pemerintah itu harus dinarasikan provokator terus lapor MKD? Kalian ini wakil rakyat atau wakil pemerintah?!!,apakah orang legislatif yang tampung aspirasi rakyat lalu sampai dalam forum karena beda dengan pemerintah itu harus narasi provokator terus lapor MKD ? kalian ini wakil rakyat atau wakil pemerintah ? ! !,-2.2,-0.55,0.8366600265340756,negative,"['apakah', 'orang', 'legislatif', 'yang', 'tampung', 'aspirasi', 'rakyat', 'lalu', 'sampai', 'dalam', 'forum', 'karena', 'beda', 'dengan', 'pemerintah', 'itu', 'harus', 'narasi', 'provokator', 'terus', 'lapor', 'MKD', '?', 'kalian', 'ini', 'wakil', 'rakyat', 'atau', 'wakil', 'pemerintah', '?', '!', '!']","['orang', 'legislatif', 'aspirasi', 'rakyat', 'lalu', 'sampai', 'dalam', 'forum', 'beda', 'pemerintah', 'narasi', 'lapor', 'MKD', 'kalian', 'wakil', 'rakyat', 'wakil', 'pemerintah']","['apakah', 'tampung', 'dengan', 'provokator', 'terus', '?', 'ini', 'atau', '?', '!', '!']"
12388,2024-12-30T05:08:52.000Z,Jauh beda dg kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an Kebijakan yg udah mereka buat sndiri pak Miris ya pak,jauh beda dengan kami indonesia pak jabatan kami rata rata banyak justru hobi beban rakyat an kebijakan yang sudah mereka buat sendiri pak miris ya pak,-2.6,-0.65,0.8944271909999161,negative,"['jauh', 'beda', 'dengan', 'kami', 'indonesia', 'pak', 'jabatan', 'kami', 'rata', 'rata', 'banyak', 'justru', 'hobi', 'beban', 'rakyat', 'an', 'kebijakan', 'yang', 'sudah', 'mereka', 'buat', 'sendiri', 'pak', 'miris', 'ya', 'pak']","['jauh', 'beda', 'indonesia', 'pak', 'jabatan', 'rata', 'rata', 'banyak', 'beban', 'rakyat', 'kebijakan', 'mereka', 'buat', 'sendiri', 'pak', 'miris', 'pak']","['dengan', 'kami', 'kami', 'justru', 'hobi', 'an']"
12390,2024-12-30T03:40:17.000Z,TVR DPR RI Desak Regulasi TKDN Dalam RUU Ebet,TVR DPR RI desakan regulasi TKDN dalam RUU ebet,0.0,0.0,0.0,neutral,"['TVR', 'DPR', 'RI', 'desakan', 'regulasi', 'TKDN', 'dalam', 'RUU', 'ebet']","['DPR', 'RI', 'desakan', 'regulasi', 'dalam', 'RUU']","['TVR', 'TKDN', 'ebet']"
12399,2024-12-30T00:27:36.000Z,Ini nalarnya gimana hai ? bukankah anggota dewan itu wakil rakyat tapi ketika ada yg menyuarakan aspirasi rakyat malah kalian persekusi,ini nalar bagaimana hai ? bukankah anggota dewan itu wakil rakyat tetapi ketika ada yang suara aspirasi rakyat malah kalian persekusi,-3.4,-0.85,0.5477225575051661,negative,"['ini', 'nalar', 'bagaimana', 'hai', '?', 'bukankah', 'anggota', 'dewan', 'itu', 'wakil', 'rakyat', 'tetapi', 'ketika', 'ada', 'yang', 'suara', 'aspirasi', 'rakyat', 'malah', 'kalian', 'persekusi']","['hai', 'anggota', 'dewan', 'wakil', 'rakyat', 'ada', 'suara', 'aspirasi', 'rakyat', 'kalian']","['ini', 'nalar', 'bagaimana', '?', 'bukankah', 'tetapi', 'ketika', 'malah', 'persekusi']"
12401,2024-12-29T23:16:13.000Z,Preettt Bukankah Rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat? Kenapa kalian mau membungkamnya? Partainya kan partai oposisi partai pengkritik kebijakan pemerintah yg gak pro rakyat Pengen tahu partai mana tuh yg laporin Rieke ke MKD Pret ya kalian semua,preett bukankah rieke itu sedang laksana tugas bagai wakil rakyat ? kenapa kalian mau bungkam ? partai kan partai penentang partai kritikan kebijakan pemerintah yang tidak pro rakyat pengin tahu partai mana tuh yang laporin rieke ke MKD pret ya kalian semua,-0.2,-0.05,1.6431676725154982,negative,"['preett', 'bukankah', 'rieke', 'itu', 'sedang', 'laksana', 'tugas', 'bagai', 'wakil', 'rakyat', '?', 'kenapa', 'kalian', 'mau', 'bungkam', '?', 'partai', 'kan', 'partai', 'penentang', 'partai', 'kritikan', 'kebijakan', 'pemerintah', 'yang', 'tidak', 'pro', 'rakyat', 'pengin', 'tahu', 'partai', 'mana', 'tuh', 'yang', 'laporin', 'rieke', 'ke', 'MKD', 'pret', 'ya', 'kalian', 'semua']","['tugas', 'wakil', 'rakyat', 'kalian', 'mau', 'bungkam', 'partai', 'partai', 'partai', 'kritikan', 'kebijakan', 'pemerintah', 'rakyat', 'tahu', 'partai', 'laporin', 'MKD', 'kalian', 'semua']","['preett', 'bukankah', 'rieke', 'sedang', 'laksana', 'bagai', '?', 'kenapa', '?', 'kan', 'penentang', 'pro', 'pengin', 'mana', 'tuh', 'rieke', 'ke', 'pret']"
12421,2024-12-29T03:41:43.000Z,Yg unique Sebagai Anggauta DPR RI ketua komisi yg membidangi Politik hukum dan hak asasi manusia Si Babirokhman ini tdk Paham Tupoksi dn Susduk acara kelembagaan negara DPR RI itu bukan representatif Kepresidenan tapi sebagai Representatif Rakyat untuk mengawasi kebijakan,yang unique bagai anggauta DPR RI ketua komisi yang bidang politik hukum dan hak asasi manusia sih babirokhman ini tidak paham tupoksi dan susduk acara lembaga negara DPR RI itu bukan representatif presiden tetapi bagai representatif rakyat untuk awas kebijakan,-2.0,-0.5,1.224744871391589,negative,"['yang', 'unique', 'bagai', 'anggauta', 'DPR', 'RI', 'ketua', 'komisi', 'yang', 'bidang', 'politik', 'hukum', 'dan', 'hak', 'asasi', 'manusia', 'sih', 'babirokhman', 'ini', 'tidak', 'paham', 'tupoksi', 'dan', 'susduk', 'acara', 'lembaga', 'negara', 'DPR', 'RI', 'itu', 'bukan', 'representatif', 'presiden', 'tetapi', 'bagai', 'representatif', 'rakyat', 'untuk', 'awas', 'kebijakan']","['DPR', 'RI', 'ketua', 'komisi', 'politik', 'hukum', 'hak', 'asasi', 'manusia', 'lembaga', 'negara', 'DPR', 'RI', 'representatif', 'presiden', 'representatif', 'rakyat', 'awas', 'kebijakan']","['unique', 'bagai', 'anggauta', 'bidang', 'dan', 'sih', 'babirokhman', 'ini', 'paham', 'tupoksi', 'dan', 'susduk', 'acara', 'tetapi', 'bagai', 'untuk']"
12448,2024-12-28T06:07:46.000Z,Ini contoh pungli pungutan yg mematikan usaha ekonomi Renungkanlah dampak kebijakan pajak anda yg ugalan! Ugalan nya dimana ada pertanyaan dari Bani IQ bangsa ? Minta mereka baca analisa dan hitung sendiri,ini contoh pungli pungut yang mati usaha ekonomi renung dampak kebijakan pajak anda yang ugalan ! ugalan nya mana ada tanya dari bani IQ bangsa ? minta mereka baca analisa dan hitung sendiri,-2.8,-0.7,0.4472135954999578,negative,"['ini', 'contoh', 'pungli', 'pungut', 'yang', 'mati', 'usaha', 'ekonomi', 'renung', 'dampak', 'kebijakan', 'pajak', 'anda', 'yang', 'ugalan', '!', 'ugalan', 'nya', 'mana', 'ada', 'tanya', 'dari', 'bani', 'IQ', 'bangsa', '?', 'minta', 'mereka', 'baca', 'analisa', 'dan', 'hitung', 'sendiri']","['pungli', 'mati', 'usaha', 'ekonomi', 'dampak', 'kebijakan', 'pajak', 'ugalan', 'ugalan', 'ada', 'tanya', 'minta', 'mereka', 'baca', 'hitung', 'sendiri']","['ini', 'contoh', 'pungut', 'renung', '!', 'nya', 'mana', 'bani', 'IQ', 'bangsa', '?', 'analisa', 'dan']"
12476,2024-12-26T07:40:10.000Z,Siang Jelang Sore Genkz PPN masih jadi buah bibir dalam lingkup Masyarakat saat ini Karena Kebijakan tersebut Peran DPR RI sangat Penting dalam melakukan Pengawasan agar tidak terjadi Penyelewengan yg menyebabkan timbulnya beban bagi Seluruh Rakyat Indonesia ZonaUang,siang jelang sore genkz PPN masih jadi buah bibir dalam lingkup masyarakat saat ini karena kebijakan sebut peran DPR RI sangat penting dalam pelaksanaan awas agar tidak jadi seleweng yang sebab timbul beban bagi seluruh rakyat indonesia zonauang,1.0,0.25,0.0,positive,"['siang', 'jelang', 'sore', 'genkz', 'PPN', 'masih', 'jadi', 'buah', 'bibir', 'dalam', 'lingkup', 'masyarakat', 'saat', 'ini', 'karena', 'kebijakan', 'sebut', 'peran', 'DPR', 'RI', 'sangat', 'penting', 'dalam', 'pelaksanaan', 'awas', 'agar', 'tidak', 'jadi', 'seleweng', 'yang', 'sebab', 'timbul', 'beban', 'bagi', 'seluruh', 'rakyat', 'indonesia', 'zonauang']","['jelang', 'PPN', 'masih', 'jadi', 'buah', 'dalam', 'lingkup', 'masyarakat', 'kebijakan', 'DPR', 'RI', 'penting', 'dalam', 'pelaksanaan', 'awas', 'agar', 'jadi', 'seleweng', 'sebab', 'timbul', 'beban', 'bagi', 'seluruh', 'rakyat', 'indonesia']","['siang', 'sore', 'genkz', 'bibir', 'saat', 'ini', 'sebut', 'peran', 'zonauang']"
12506,2024-12-23T17:02:54.000Z,Kenaikan tarif PPN ini diinisiasi oleh Kementerian Keuangan Republik Indonesia Sri Mulyani Indrawati Menteri Keuangan era jokowi Kebijakan ini kemudian dibahas dan disetujui dalam pembahasan Rancangan Undang Undang Harmonisasi Peraturan Perpajakan bersama dengan DPR RI,naik tarif PPN ini inisiasi oleh menteri uang republik indonesia sri mulyani indrawati menteri uang era jokowi kebijakan ini kemudian bahas dan tuju dalam bahas rancangan undang undang harmonisasi pengaturan paja sama dengan DPR RI,-0.8,-0.2,1.0954451150103324,negative,"['naik', 'tarif', 'PPN', 'ini', 'inisiasi', 'oleh', 'menteri', 'uang', 'republik', 'indonesia', 'sri', 'mulyani', 'indrawati', 'menteri', 'uang', 'era', 'jokowi', 'kebijakan', 'ini', 'kemudian', 'bahas', 'dan', 'tuju', 'dalam', 'bahas', 'rancangan', 'undang', 'undang', 'harmonisasi', 'pengaturan', 'paja', 'sama', 'dengan', 'DPR', 'RI']","['naik', 'tarif', 'PPN', 'menteri', 'republik', 'indonesia', 'menteri', 'jokowi', 'kebijakan', 'bahas', 'tuju', 'dalam', 'bahas', 'rancangan', 'undang', 'undang', 'harmonisasi', 'pengaturan', 'sama', 'DPR', 'RI']","['ini', 'inisiasi', 'uang', 'sri', 'mulyani', 'indrawati', 'uang', 'era', 'ini', 'kemudian', 'dan', 'paja', 'dengan']"
12517,2024-12-23T14:37:58.000Z,Benar benar Kejam sadis brutal bengis preman kebijakan Molyono atas status PSN si Molyono memberikan karpet mirah sama oligarki Dasar Anjing Molyono para oligarki yg tdk punya rasa kemanusiaan,banget banget kejam sadis brutal bengis preman kebijakan molyono atas status PSN sih molyono beri karpet mirah sama oligarki dasar anjing molyono para oligarki yang tidak punya rasa manusia,-2.4,-0.6,2.1908902300206647,negative,"['banget', 'banget', 'kejam', 'sadis', 'brutal', 'bengis', 'preman', 'kebijakan', 'molyono', 'atas', 'status', 'PSN', 'sih', 'molyono', 'beri', 'karpet', 'mirah', 'sama', 'oligarki', 'dasar', 'anjing', 'molyono', 'para', 'oligarki', 'yang', 'tidak', 'punya', 'rasa', 'manusia']","['banget', 'banget', 'kejam', 'sadis', 'brutal', 'bengis', 'kebijakan', 'atas', 'beri', 'sama', 'oligarki', 'dasar', 'anjing', 'para', 'oligarki', 'punya', 'rasa', 'manusia']","['preman', 'molyono', 'status', 'PSN', 'sih', 'molyono', 'karpet', 'mirah', 'molyono']"
12537,2024-12-23T08:31:22.000Z,Ketua Komisi XI DPR RI Mukhamad Misbakhun menyebut PDI Perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada Januari DPR PDIP PPNPersen,ketua komisi XI DPR RI mukhamad misbakhun sebut PDI juang sikap mencla mencle soal kebijakan naik pajak tambah nilai PPN jadi persen yang akan pelaksanaan pada januari DPR PDIP ppnpersen,-1.2,-0.3,0.4472135954999579,negative,"['ketua', 'komisi', 'XI', 'DPR', 'RI', 'mukhamad', 'misbakhun', 'sebut', 'PDI', 'juang', 'sikap', 'mencla', 'mencle', 'soal', 'kebijakan', 'naik', 'pajak', 'tambah', 'nilai', 'PPN', 'jadi', 'persen', 'yang', 'akan', 'pelaksanaan', 'pada', 'januari', 'DPR', 'PDIP', 'ppnpersen']","['ketua', 'komisi', 'XI', 'DPR', 'RI', 'PDI', 'juang', 'sikap', 'soal', 'kebijakan', 'naik', 'pajak', 'tambah', 'nilai', 'PPN', 'jadi', 'persen', 'pelaksanaan', 'januari', 'DPR', 'PDIP']","['mukhamad', 'misbakhun', 'sebut', 'mencla', 'mencle', 'akan', 'ppnpersen']"
12584,2024-12-22T02:40:00.000Z,Anggota Komisi XI DPR RI Wihadi Wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan Undang Undang UU Tahun tentang Harmonisasi Peraturan Perpajakan HPP Payung hukum itu merupakan produk Legislatif periode dan diinisiasi oleh partai,anggota komisi XI DPR RI wihadi wiyanto tegas wacana naik PPN persen rupa keputusan undang undang UU tahun tentang harmonisasi pengaturan paja HPP payung hukum itu rupa produk legislatif periode dan inisiasi oleh partai,-0.4,-0.1,0.5477225575051662,negative,"['anggota', 'komisi', 'XI', 'DPR', 'RI', 'wihadi', 'wiyanto', 'tegas', 'wacana', 'naik', 'PPN', 'persen', 'rupa', 'keputusan', 'undang', 'undang', 'UU', 'tahun', 'tentang', 'harmonisasi', 'pengaturan', 'paja', 'HPP', 'payung', 'hukum', 'itu', 'rupa', 'produk', 'legislatif', 'periode', 'dan', 'inisiasi', 'oleh', 'partai']","['anggota', 'komisi', 'XI', 'DPR', 'RI', 'tegas', 'wacana', 'naik', 'PPN', 'persen', 'rupa', 'keputusan', 'undang', 'undang', 'UU', 'tahun', 'tentang', 'harmonisasi', 'pengaturan', 'payung', 'hukum', 'rupa', 'produk', 'legislatif', 'periode', 'partai']","['wihadi', 'wiyanto', 'paja', 'HPP', 'dan', 'inisiasi']"
12590,2024-12-21T17:57:25.000Z,Wanita binal loe yang ngebuzer waktu prabowo kampanye loe gk lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,wanita binal lo yang ngebuzer waktu prabowo kampanye lo tidak lihat UU rilleksasi pajak arti jika daya beli masyarakat rendah prabowo dapat turun atau tidak naik PPN kebijakan itu harus jalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,-1.2,-0.3,1.6431676725154982,negative,"['wanita', 'binal', 'lo', 'yang', 'ngebuzer', 'waktu', 'prabowo', 'kampanye', 'lo', 'tidak', 'lihat', 'UU', 'rilleksasi', 'pajak', 'arti', 'jika', 'daya', 'beli', 'masyarakat', 'rendah', 'prabowo', 'dapat', 'turun', 'atau', 'tidak', 'naik', 'PPN', 'kebijakan', 'itu', 'harus', 'jalan', 'dengan', 'kondisi', 'ekonomi', 'sekarang', 'kebijakan', 'itu', 'ada', 'di', 'pemerintah']","['waktu', 'prabowo', 'kampanye', 'lihat', 'UU', 'pajak', 'arti', 'daya', 'beli', 'masyarakat', 'rendah', 'prabowo', 'dapat', 'turun', 'naik', 'PPN', 'kebijakan', 'ekonomi', 'kebijakan', 'ada', 'pemerintah']","['wanita', 'binal', 'lo', 'ngebuzer', 'lo', 'rilleksasi', 'jika', 'atau', 'jalan', 'dengan', 'kondisi', 'sekarang', 'di']"
12607,2024-12-21T10:17:50.000Z,Kau punya data hasil voting partai mana yg mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini? Siapa kau singgung nama PDIP? Dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali Jangan sok opini nya kamu pahlawan kesiangan,kau punya data hasil voting partai mana yang dukungan naik pajak saat bahas hingga pengesahan uud tentang pajak ini ? siapa kau singgung nama PDIP ? dasar jalang saat PDIP bicara reformasi kau masih belum tau apa tali jangan sok opini nya kamu pahlawan siang,-2.8,-0.7,1.095445115010332,negative,"['kau', 'punya', 'data', 'hasil', 'voting', 'partai', 'mana', 'yang', 'dukungan', 'naik', 'pajak', 'saat', 'bahas', 'hingga', 'pengesahan', 'uud', 'tentang', 'pajak', 'ini', '?', 'siapa', 'kau', 'singgung', 'nama', 'PDIP', '?', 'dasar', 'jalang', 'saat', 'PDIP', 'bicara', 'reformasi', 'kau', 'masih', 'belum', 'tau', 'apa', 'tali', 'jangan', 'sok', 'opini', 'nya', 'kamu', 'pahlawan', 'siang']","['punya', 'data', 'hasil', 'voting', 'partai', 'dukungan', 'naik', 'pajak', 'bahas', 'pengesahan', 'uud', 'tentang', 'pajak', 'singgung', 'PDIP', 'dasar', 'jalang', 'PDIP', 'reformasi', 'masih', 'tau']","['kau', 'mana', 'saat', 'hingga', 'ini', '?', 'kau', 'nama', '?', 'saat', 'bicara', 'kau', 'belum', 'tali', 'sok', 'opini', 'nya', 'kamu', 'pahlawan', 'siang']"
12685,2024-12-18T09:29:43.000Z,Narapidana UU ITE kini bisa bernafas lega Kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,narapidana UU ITE kini dapat nafas lega kebijakan amnesti tunjuk perhati hadap revisi undang undang yang anggap sering luka bebas dapat,1.0,0.25,0.0,positive,"['narapidana', 'UU', 'ITE', 'kini', 'dapat', 'nafas', 'lega', 'kebijakan', 'amnesti', 'tunjuk', 'perhati', 'hadap', 'revisi', 'undang', 'undang', 'yang', 'anggap', 'sering', 'luka', 'bebas', 'dapat']","['UU', 'ITE', 'kini', 'dapat', 'kebijakan', 'revisi', 'undang', 'undang', 'sering', 'luka', 'bebas', 'dapat']","['narapidana', 'nafas', 'lega', 'amnesti', 'tunjuk', 'perhati', 'hadap', 'anggap']"
12720,2024-12-16T14:04:39.000Z,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI Siapapun presidennya akan tetap naik mas even anies pun gabisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yg dipilih rakyat juga Wkwk gini aja masa gapaham,ya kan itu batas minimal dan maksimal untuk kebijakan naik pajak di RI siapa presiden akan tetap naik mas even anies pun enggak bisa batalin tuh undang undang karena undang undang buat oleh legislative yaitu dpr ri yang pilih rakyat juga wkwk begini saja masa gapaham,-0.2,-0.05,0.447213595499958,negative,"['ya', 'kan', 'itu', 'batas', 'minimal', 'dan', 'maksimal', 'untuk', 'kebijakan', 'naik', 'pajak', 'di', 'RI', 'siapa', 'presiden', 'akan', 'tetap', 'naik', 'mas', 'even', 'anies', 'pun', 'enggak', 'bisa', 'batalin', 'tuh', 'undang', 'undang', 'karena', 'undang', 'undang', 'buat', 'oleh', 'legislative', 'yaitu', 'dpr', 'ri', 'yang', 'pilih', 'rakyat', 'juga', 'wkwk', 'begini', 'saja', 'masa', 'gapaham']","['batas', 'minimal', 'maksimal', 'kebijakan', 'naik', 'pajak', 'RI', 'presiden', 'tetap', 'naik', 'undang', 'undang', 'undang', 'undang', 'buat', 'dpr', 'ri', 'pilih', 'rakyat', 'begini', 'saja', 'masa', 'gapaham']","['kan', 'dan', 'untuk', 'di', 'akan', 'mas', 'even', 'anies', 'enggak', 'bisa', 'batalin', 'tuh', 'legislative', 'yaitu', 'juga', 'wkwk']"
12723,2024-12-16T12:54:45.000Z,Peringatan ini disampaikan dalam kunjungan kerja reses Tim Komisi II DPR RI di Palembang Sumatera Selatan,ingat ini sampai dalam kunjung kerja reses tim komisi II DPR RI di palembang sumatera selatan,0.0,0.0,0.0,neutral,"['ingat', 'ini', 'sampai', 'dalam', 'kunjung', 'kerja', 'reses', 'tim', 'komisi', 'II', 'DPR', 'RI', 'di', 'palembang', 'sumatera', 'selatan']","['ingat', 'sampai', 'dalam', 'kunjung', 'kerja', 'reses', 'tim', 'komisi', 'II', 'DPR', 'RI', 'sumatera', 'selatan']","['ini', 'di', 'palembang']"
