no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,ignored_words,unmatched_words
12390,2024-12-30T03:40:17.000Z,TVR DPR RI Desak Regulasi TKDN Dalam RUU Ebet,TVR DPR RI desak regulasi TKDN dalam RUU ebet,0.0,0.0,0.0,neutral,"['TVR', 'DPR', 'RI', 'desak', 'regulasi', 'TKDN', 'dalam', 'RUU', 'ebet']","['DPR', 'RI', 'desak', 'regulasi', 'dalam', 'RUU']",[],"['TVR', 'TKDN', 'ebet']"
12399,2024-12-30T00:27:36.000Z,Ini nalarnya gimana hai ? bukankah anggota dewan itu wakil rakyat tapi ketika ada yg menyuarakan aspirasi rakyat malah kalian persekusi,ini nalarnya bagaimana hai ? bukankah anggota dewan itu wakil rakyat tetapi ketika ada yang menyuarakan aspirasi rakyat malah kalian persekusi,-3.4,-0.85,0.5477225575051661,negative,"['ini', 'nalarnya', 'bagaimana', 'hai', '?', 'bukankah', 'anggota', 'dewan', 'itu', 'wakil', 'rakyat', 'tetapi', 'ketika', 'ada', 'yang', 'menyuarakan', 'aspirasi', 'rakyat', 'malah', 'kalian', 'persekusi']","['hai', 'anggota', 'dewan', 'wakil', 'rakyat', 'ada', 'menyuarakan', 'aspirasi', 'rakyat', 'kalian']","['itu', 'yang']","['ini', 'nalarnya', 'bagaimana', '?', 'bukankah', 'tetapi', 'ketika', 'malah', 'persekusi']"
12401,2024-12-29T23:16:13.000Z,Preettt Bukankah Rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat? Kenapa kalian mau membungkamnya? Partainya kan partai oposisi partai pengkritik kebijakan pemerintah yg gak pro rakyat Pengen tahu partai mana tuh yg laporin Rieke ke MKD Pret ya kalian semua,preett bukankah rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat ? kenapa kalian mau membungkamnya ? partainya kan partai oposisi partai pengkritik kebijakan pemerintah yang tidak pro rakyat pengin tahu partai mana tuh yang laporin rieke ke MKD pret ya kalian semua,-0.2,-0.05,1.6431676725154982,negative,"['preett', 'bukankah', 'rieke', 'itu', 'sedang', 'melaksanakan', 'tugasnya', 'sebagai', 'wakil', 'rakyat', '?', 'kenapa', 'kalian', 'mau', 'membungkamnya', '?', 'partainya', 'kan', 'partai', 'oposisi', 'partai', 'pengkritik', 'kebijakan', 'pemerintah', 'yang', 'tidak', 'pro', 'rakyat', 'pengin', 'tahu', 'partai', 'mana', 'tuh', 'yang', 'laporin', 'rieke', 'ke', 'MKD', 'pret', 'ya', 'kalian', 'semua']","['melaksanakan', 'tugasnya', 'sebagai', 'wakil', 'rakyat', 'kalian', 'mau', 'partai', 'oposisi', 'partai', 'kebijakan', 'pemerintah', 'rakyat', 'tahu', 'partai', 'laporin', 'MKD', 'kalian', 'semua']","['itu', 'yang', 'tidak', 'yang', 'ya']","['preett', 'bukankah', 'rieke', 'sedang', '?', 'kenapa', 'membungkamnya', '?', 'partainya', 'kan', 'pengkritik', 'pro', 'pengin', 'mana', 'tuh', 'rieke', 'ke', 'pret']"
12421,2024-12-29T03:41:43.000Z,Yg unique Sebagai Anggauta DPR RI ketua komisi yg membidangi Politik hukum dan hak asasi manusia Si Babirokhman ini tdk Paham Tupoksi dn Susduk acara kelembagaan negara DPR RI itu bukan representatif Kepresidenan tapi sebagai Representatif Rakyat untuk mengawasi kebijakan,yang unique sebagai anggauta DPR RI ketua komisi yang membidangi politik hukum dan hak asasi manusia sih babirokhman ini tidak paham tupoksi dan susduk acara kelembagaan negara DPR RI itu bukan representatif kepresidenan tetapi sebagai representatif rakyat untuk mengawasi kebijakan,-2.0,-0.5,1.224744871391589,negative,"['yang', 'unique', 'sebagai', 'anggauta', 'DPR', 'RI', 'ketua', 'komisi', 'yang', 'membidangi', 'politik', 'hukum', 'dan', 'hak', 'asasi', 'manusia', 'sih', 'babirokhman', 'ini', 'tidak', 'paham', 'tupoksi', 'dan', 'susduk', 'acara', 'kelembagaan', 'negara', 'DPR', 'RI', 'itu', 'bukan', 'representatif', 'kepresidenan', 'tetapi', 'sebagai', 'representatif', 'rakyat', 'untuk', 'mengawasi', 'kebijakan']","['sebagai', 'DPR', 'RI', 'ketua', 'komisi', 'politik', 'hukum', 'hak', 'asasi', 'manusia', 'negara', 'DPR', 'RI', 'representatif', 'sebagai', 'representatif', 'rakyat', 'mengawasi', 'kebijakan']","['yang', 'yang', 'tidak', 'itu', 'bukan']","['unique', 'anggauta', 'membidangi', 'dan', 'sih', 'babirokhman', 'ini', 'paham', 'tupoksi', 'dan', 'susduk', 'acara', 'kelembagaan', 'kepresidenan', 'tetapi', 'untuk']"
12448,2024-12-28T06:07:46.000Z,Ini contoh pungli pungutan yg mematikan usaha ekonomi Renungkanlah dampak kebijakan pajak anda yg ugalan! Ugalan nya dimana ada pertanyaan dari Bani IQ bangsa ? Minta mereka baca analisa dan hitung sendiri,ini contoh pungli pungutan yang mematikan usaha ekonomi renungkanlah dampak kebijakan pajak anda yang ugalan ! ugalan nya dimana ada pertanyaan dari bani IQ bangsa ? meminta mereka baca analisa dan hitung sendiri,-2.8,-0.7,0.4472135954999578,negative,"['ini', 'contoh', 'pungli', 'pungutan', 'yang', 'mematikan', 'usaha', 'ekonomi', 'renungkanlah', 'dampak', 'kebijakan', 'pajak', 'anda', 'yang', 'ugalan', '!', 'ugalan', 'nya', 'dimana', 'ada', 'pertanyaan', 'dari', 'bani', 'IQ', 'bangsa', '?', 'meminta', 'mereka', 'baca', 'analisa', 'dan', 'hitung', 'sendiri']","['pungli', 'usaha', 'ekonomi', 'dampak', 'kebijakan', 'pajak', 'ugalan', 'ugalan', 'ada', 'meminta', 'mereka', 'baca', 'hitung', 'sendiri']","['yang', 'anda', 'yang', 'dari']","['ini', 'contoh', 'pungutan', 'mematikan', 'renungkanlah', '!', 'nya', 'dimana', 'pertanyaan', 'bani', 'IQ', 'bangsa', '?', 'analisa', 'dan']"
12476,2024-12-26T07:40:10.000Z,Siang Jelang Sore Genkz PPN masih jadi buah bibir dalam lingkup Masyarakat saat ini Karena Kebijakan tersebut Peran DPR RI sangat Penting dalam melakukan Pengawasan agar tidak terjadi Penyelewengan yg menyebabkan timbulnya beban bagi Seluruh Rakyat Indonesia ZonaUang,siang jelang sore genkz PPN masih jadi buah bibir dalam lingkup masyarakat saat ini karena kebijakan tersebut peran DPR RI sangat penting dalam melakukan pengawasan agar tidak terjadi penyelewengan yang menyebabkan timbulnya beban bagi seluruh rakyat indonesia zonauang,1.0,0.25,0.0,positive,"['siang', 'jelang', 'sore', 'genkz', 'PPN', 'masih', 'jadi', 'buah', 'bibir', 'dalam', 'lingkup', 'masyarakat', 'saat', 'ini', 'karena', 'kebijakan', 'tersebut', 'peran', 'DPR', 'RI', 'sangat', 'penting', 'dalam', 'melakukan', 'pengawasan', 'agar', 'tidak', 'terjadi', 'penyelewengan', 'yang', 'menyebabkan', 'timbulnya', 'beban', 'bagi', 'seluruh', 'rakyat', 'indonesia', 'zonauang']","['jelang', 'PPN', 'masih', 'jadi', 'buah', 'dalam', 'lingkup', 'masyarakat', 'kebijakan', 'tersebut', 'DPR', 'RI', 'penting', 'dalam', 'pengawasan', 'agar', 'terjadi', 'penyelewengan', 'beban', 'bagi', 'seluruh', 'rakyat', 'indonesia']","['karena', 'sangat', 'tidak', 'yang']","['siang', 'sore', 'genkz', 'bibir', 'saat', 'ini', 'peran', 'melakukan', 'menyebabkan', 'timbulnya', 'zonauang']"
12506,2024-12-23T17:02:54.000Z,Kenaikan tarif PPN ini diinisiasi oleh Kementerian Keuangan Republik Indonesia Sri Mulyani Indrawati Menteri Keuangan era jokowi Kebijakan ini kemudian dibahas dan disetujui dalam pembahasan Rancangan Undang Undang Harmonisasi Peraturan Perpajakan bersama dengan DPR RI,kenaikan tarif PPN ini diinisiasi oleh kementerian keuangan republik indonesia sri mulyani indrawati menteri keuangan era jokowi kebijakan ini kemudian dibahas dan disetujui dalam pembahasan rancangan undang undang harmonisasi peraturan perpajakan bersama dengan DPR RI,-0.8,-0.2,1.0954451150103324,negative,"['kenaikan', 'tarif', 'PPN', 'ini', 'diinisiasi', 'oleh', 'kementerian', 'keuangan', 'republik', 'indonesia', 'sri', 'mulyani', 'indrawati', 'menteri', 'keuangan', 'era', 'jokowi', 'kebijakan', 'ini', 'kemudian', 'dibahas', 'dan', 'disetujui', 'dalam', 'pembahasan', 'rancangan', 'undang', 'undang', 'harmonisasi', 'peraturan', 'perpajakan', 'bersama', 'dengan', 'DPR', 'RI']","['kenaikan', 'tarif', 'PPN', 'diinisiasi', 'keuangan', 'republik', 'indonesia', 'menteri', 'keuangan', 'jokowi', 'kebijakan', 'dibahas', 'disetujui', 'dalam', 'pembahasan', 'rancangan', 'undang', 'undang', 'harmonisasi', 'peraturan', 'perpajakan', 'bersama', 'DPR', 'RI']",['oleh'],"['ini', 'kementerian', 'sri', 'mulyani', 'indrawati', 'era', 'ini', 'kemudian', 'dan', 'dengan']"
12517,2024-12-23T14:37:58.000Z,Benar benar Kejam sadis brutal bengis preman kebijakan Molyono atas status PSN si Molyono memberikan karpet mirah sama oligarki Dasar Anjing Molyono para oligarki yg tdk punya rasa kemanusiaan,benar benar kejam sadis brutal bengis preman kebijakan molyono atas status PSN sih molyono memberikan karpet mirah sama oligarki dasar anjing molyono para oligarki yang tidak punya rasa kemanusiaan,-2.4,-0.6,2.1908902300206647,negative,"['benar', 'benar', 'kejam', 'sadis', 'brutal', 'bengis', 'preman', 'kebijakan', 'molyono', 'atas', 'status', 'PSN', 'sih', 'molyono', 'memberikan', 'karpet', 'mirah', 'sama', 'oligarki', 'dasar', 'anjing', 'molyono', 'para', 'oligarki', 'yang', 'tidak', 'punya', 'rasa', 'kemanusiaan']","['benar', 'benar', 'kejam', 'sadis', 'brutal', 'bengis', 'kebijakan', 'atas', 'sama', 'oligarki', 'dasar', 'anjing', 'para', 'oligarki', 'punya', 'rasa']","['yang', 'tidak']","['preman', 'molyono', 'status', 'PSN', 'sih', 'molyono', 'memberikan', 'karpet', 'mirah', 'molyono', 'kemanusiaan']"
12537,2024-12-23T08:31:22.000Z,Ketua Komisi XI DPR RI Mukhamad Misbakhun menyebut PDI Perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada Januari DPR PDIP PPNPersen,ketua komisi XI DPR RI mukhamad misbakhun menyebut PDI perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada januari DPR PDIP ppnpersen,-1.2,-0.3,0.4472135954999579,negative,"['ketua', 'komisi', 'XI', 'DPR', 'RI', 'mukhamad', 'misbakhun', 'menyebut', 'PDI', 'perjuangan', 'bersikap', 'mencla', 'mencle', 'soal', 'kebijakan', 'kenaikan', 'pajak', 'pertambahan', 'nilai', 'PPN', 'menjadi', 'persen', 'yang', 'akan', 'berlaku', 'pada', 'januari', 'DPR', 'PDIP', 'ppnpersen']","['ketua', 'komisi', 'XI', 'DPR', 'RI', 'menyebut', 'PDI', 'perjuangan', 'soal', 'kebijakan', 'kenaikan', 'pajak', 'pertambahan', 'nilai', 'PPN', 'persen', 'januari', 'DPR', 'PDIP']","['yang', 'pada']","['mukhamad', 'misbakhun', 'bersikap', 'mencla', 'mencle', 'menjadi', 'akan', 'berlaku', 'ppnpersen']"
12584,2024-12-22T02:40:00.000Z,Anggota Komisi XI DPR RI Wihadi Wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan Undang Undang UU Tahun tentang Harmonisasi Peraturan Perpajakan HPP Payung hukum itu merupakan produk Legislatif periode dan diinisiasi oleh partai,anggota komisi XI DPR RI wihadi wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan undang undang UU tahun tentang harmonisasi peraturan perpajakan HPP payung hukum itu merupakan produk legislatif periode dan diinisiasi oleh partai,-0.4,-0.1,0.5477225575051662,negative,"['anggota', 'komisi', 'XI', 'DPR', 'RI', 'wihadi', 'wiyanto', 'menegaskan', 'wacana', 'kenaikan', 'PPN', 'persen', 'merupakan', 'keputusan', 'undang', 'undang', 'UU', 'tahun', 'tentang', 'harmonisasi', 'peraturan', 'perpajakan', 'HPP', 'payung', 'hukum', 'itu', 'merupakan', 'produk', 'legislatif', 'periode', 'dan', 'diinisiasi', 'oleh', 'partai']","['anggota', 'komisi', 'XI', 'DPR', 'RI', 'menegaskan', 'wacana', 'kenaikan', 'PPN', 'persen', 'keputusan', 'undang', 'undang', 'UU', 'tahun', 'tentang', 'harmonisasi', 'peraturan', 'perpajakan', 'payung', 'hukum', 'produk', 'legislatif', 'periode', 'diinisiasi', 'partai']","['itu', 'oleh']","['wihadi', 'wiyanto', 'merupakan', 'HPP', 'merupakan', 'dan']"
12590,2024-12-21T17:57:25.000Z,Wanita binal loe yang ngebuzer waktu prabowo kampanye loe gk lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,wanita binal lo yang ngebuzer waktu prabowo kampanye lo tidak lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,-1.2,-0.3,1.6431676725154982,negative,"['wanita', 'binal', 'lo', 'yang', 'ngebuzer', 'waktu', 'prabowo', 'kampanye', 'lo', 'tidak', 'lihat', 'UU', 'rilleksasi', 'pajak', 'artinya', 'jika', 'daya', 'beli', 'masyarakat', 'rendah', 'prabowo', 'bisa', 'menurun', 'atau', 'tidak', 'menaikan', 'PPN', 'kebijakan', 'itu', 'harus', 'sejalan', 'dengan', 'kondisi', 'ekonomi', 'sekarang', 'kebijakan', 'itu', 'ada', 'di', 'pemerintah']","['waktu', 'prabowo', 'kampanye', 'lihat', 'UU', 'pajak', 'daya', 'beli', 'masyarakat', 'rendah', 'prabowo', 'menurun', 'PPN', 'kebijakan', 'ekonomi', 'kebijakan', 'ada', 'pemerintah']","['yang', 'tidak', 'tidak', 'itu', 'harus', 'itu']","['wanita', 'binal', 'lo', 'ngebuzer', 'lo', 'rilleksasi', 'artinya', 'jika', 'bisa', 'atau', 'menaikan', 'sejalan', 'dengan', 'kondisi', 'sekarang', 'di']"
12607,2024-12-21T10:17:50.000Z,Kau punya data hasil voting partai mana yg mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini? Siapa kau singgung nama PDIP? Dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali Jangan sok opini nya kamu pahlawan kesiangan,kau punya data hasil voting partai mana yang mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini ? siapa kau singgung nama PDIP ? dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali jangan sok opini nya kamu pahlawan kesiangan,-2.8,-0.7,1.095445115010332,negative,"['kau', 'punya', 'data', 'hasil', 'voting', 'partai', 'mana', 'yang', 'mendukung', 'kenaikan', 'pajak', 'saat', 'pembahasan', 'hingga', 'pengesahan', 'uud', 'tentang', 'pajak', 'ini', '?', 'siapa', 'kau', 'singgung', 'nama', 'PDIP', '?', 'dasar', 'jalang', 'saat', 'PDIP', 'berbicara', 'reformasi', 'kau', 'masih', 'belum', 'tau', 'apa', 'tali', 'jangan', 'sok', 'opini', 'nya', 'kamu', 'pahlawan', 'kesiangan']","['punya', 'data', 'hasil', 'voting', 'partai', 'mendukung', 'kenaikan', 'pajak', 'pembahasan', 'pengesahan', 'uud', 'tentang', 'pajak', 'singgung', 'PDIP', 'dasar', 'jalang', 'PDIP', 'berbicara', 'reformasi', 'masih', 'tau']","['yang', 'siapa', 'apa', 'jangan']","['kau', 'mana', 'saat', 'hingga', 'ini', '?', 'kau', 'nama', '?', 'saat', 'kau', 'belum', 'tali', 'sok', 'opini', 'nya', 'kamu', 'pahlawan', 'kesiangan']"
12685,2024-12-18T09:29:43.000Z,Narapidana UU ITE kini bisa bernafas lega Kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,narapidana UU ITE kini bisa bernafas lega kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,1.0,0.25,0.0,positive,"['narapidana', 'UU', 'ITE', 'kini', 'bisa', 'bernafas', 'lega', 'kebijakan', 'amnesti', 'menunjukkan', 'perhatian', 'terhadap', 'revisi', 'undang', 'undang', 'yang', 'dianggap', 'sering', 'melukai', 'kebebasan', 'berpendapat']","['UU', 'ITE', 'kini', 'kebijakan', 'menunjukkan', 'perhatian', 'revisi', 'undang', 'undang', 'sering']",['yang'],"['narapidana', 'bisa', 'bernafas', 'lega', 'amnesti', 'terhadap', 'dianggap', 'melukai', 'kebebasan', 'berpendapat']"
12720,2024-12-16T14:04:39.000Z,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI Siapapun presidennya akan tetap naik mas even anies pun gabisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yg dipilih rakyat juga Wkwk gini aja masa gapaham,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI siapapun presidennya akan tetap naik mas even anies pun enggak bisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yang dipilih rakyat juga wkwk begini saja masa gapaham,-0.2,-0.05,0.447213595499958,negative,"['ya', 'kan', 'itu', 'batas', 'minimal', 'dan', 'maksimal', 'untuk', 'kebijakan', 'kenaikan', 'pajak', 'di', 'RI', 'siapapun', 'presidennya', 'akan', 'tetap', 'naik', 'mas', 'even', 'anies', 'pun', 'enggak', 'bisa', 'batalin', 'tuh', 'undang', 'undang', 'karena', 'undang', 'undang', 'dibuat', 'oleh', 'legislative', 'yaitu', 'dpr', 'ri', 'yang', 'dipilih', 'rakyat', 'juga', 'wkwk', 'begini', 'saja', 'masa', 'gapaham']","['batas', 'minimal', 'maksimal', 'kebijakan', 'kenaikan', 'pajak', 'RI', 'tetap', 'naik', 'undang', 'undang', 'undang', 'undang', 'dpr', 'ri', 'rakyat', 'begini', 'saja', 'masa', 'gapaham']","['ya', 'itu', 'pun', 'karena', 'oleh', 'yang']","['kan', 'dan', 'untuk', 'di', 'siapapun', 'presidennya', 'akan', 'mas', 'even', 'anies', 'enggak', 'bisa', 'batalin', 'tuh', 'dibuat', 'legislative', 'yaitu', 'dipilih', 'juga', 'wkwk']"
12723,2024-12-16T12:54:45.000Z,Peringatan ini disampaikan dalam kunjungan kerja reses Tim Komisi II DPR RI di Palembang Sumatera Selatan,peringatan ini disampaikan dalam kunjungan kerja reses tim komisi II DPR RI di palembang sumatera selatan,0.0,0.0,0.0,neutral,"['peringatan', 'ini', 'disampaikan', 'dalam', 'kunjungan', 'kerja', 'reses', 'tim', 'komisi', 'II', 'DPR', 'RI', 'di', 'palembang', 'sumatera', 'selatan']","['disampaikan', 'dalam', 'kunjungan', 'kerja', 'reses', 'tim', 'komisi', 'II', 'DPR', 'RI', 'sumatera', 'selatan']",[],"['peringatan', 'ini', 'di', 'palembang']"
12791,2024-12-12T06:46:25.000Z,TVR DPR RI RUU PPRT Proritas Prolegnas,TVR DPR RI RUU PPRT proritas prolegnas,0.4,0.1,0.5477225575051662,positive,"['TVR', 'DPR', 'RI', 'RUU', 'PPRT', 'proritas', 'prolegnas']","['DPR', 'RI', 'RUU', 'prolegnas']",[],"['TVR', 'PPRT', 'proritas']"
12809,2024-12-10T13:58:46.000Z,Segenap Pimpinan Dewan Energi Nasional Yth Mohon Definisi Energi Nasional Definisi UU no ttg Energi ditegakkan segera agar dapat kita amalkan untuk i RUU Perkoperasian global PlanningProcesses ii RPP Kebijakan Energi Nasional,segenap pimpinan dewan energi nasional yth mohon definisi energi nasional definisi UU no tentang energi ditegakkan segera agar dapat kita amalkan untuk i RUU perkoperasian global planningprocesses ii RPP kebijakan energi nasional,0.2,0.05,0.447213595499958,positive,"['segenap', 'pimpinan', 'dewan', 'energi', 'nasional', 'yth', 'mohon', 'definisi', 'energi', 'nasional', 'definisi', 'UU', 'no', 'tentang', 'energi', 'ditegakkan', 'segera', 'agar', 'dapat', 'kita', 'amalkan', 'untuk', 'i', 'RUU', 'perkoperasian', 'global', 'planningprocesses', 'ii', 'RPP', 'kebijakan', 'energi', 'nasional']","['segenap', 'pimpinan', 'dewan', 'energi', 'nasional', 'mohon', 'definisi', 'energi', 'nasional', 'definisi', 'UU', 'tentang', 'energi', 'segera', 'agar', 'dapat', 'kita', 'i', 'RUU', 'global', 'ii', 'RPP', 'kebijakan', 'energi', 'nasional']",[],"['yth', 'no', 'ditegakkan', 'amalkan', 'untuk', 'perkoperasian', 'planningprocesses']"
12833,2024-12-09T14:51:38.000Z,Lapas Sibolga Ikuti Kegiatan Kunjungan Kerja Reses Komisi XIII DPR RI,lapas sibolga ikuti kegiatan kunjungan kerja reses komisi XII DPR RI,0.0,0.0,0.0,neutral,"['lapas', 'sibolga', 'ikuti', 'kegiatan', 'kunjungan', 'kerja', 'reses', 'komisi', 'XII', 'DPR', 'RI']","['kegiatan', 'kunjungan', 'kerja', 'reses', 'komisi', 'XII', 'DPR', 'RI']",[],"['lapas', 'sibolga', 'ikuti']"
12850,2024-12-09T05:13:35.000Z,Gerak News Jakarta Ketua Badan Anggaran Banggar DPR RI Said Abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan GerakNews PPN ppn semuaorang FOURTHxBMMF,gerak news jakarta ketua badan anggaran banggar DPR RI said abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan geraknews PPN ppn semuaorang fourthxbmmf,0.2,0.05,0.447213595499958,positive,"['gerak', 'news', 'jakarta', 'ketua', 'badan', 'anggaran', 'banggar', 'DPR', 'RI', 'said', 'abdullah', 'menyatakan', 'kebijakan', 'pajak', 'pertambahan', 'nilai', 'PPN', 'persen', 'bertujuan', 'untuk', 'menjaga', 'pertumbuhan', 'ekonomi', 'yang', 'berkelanjutan', 'geraknews', 'PPN', 'ppn', 'semuaorang', 'fourthxbmmf']","['jakarta', 'ketua', 'badan', 'anggaran', 'banggar', 'DPR', 'RI', 'menyatakan', 'kebijakan', 'pajak', 'pertambahan', 'nilai', 'PPN', 'persen', 'menjaga', 'pertumbuhan', 'ekonomi', 'berkelanjutan', 'PPN', 'ppn']",['yang'],"['gerak', 'news', 'said', 'abdullah', 'bertujuan', 'untuk', 'geraknews', 'semuaorang', 'fourthxbmmf']"
12863,2024-12-07T12:14:48.000Z,Kegiatan Kunjungan Kerja Reses yang dihadiri oleh anggota Komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN Merauke Selanjutnya tim Kunjungan Kerja Reses melihat secara langsung kegiatan,kegiatan kunjungan kerja reses yang dihadiri oleh anggota komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN merauke selanjutnya tim kunjungan kerja reses melihat secara langsung kegiatan,0.8,0.2,0.447213595499958,positive,"['kegiatan', 'kunjungan', 'kerja', 'reses', 'yang', 'dihadiri', 'oleh', 'anggota', 'komisi', 'IV', 'DPR', 'RI', 'tersebut', 'dimulai', 'dengan', 'peninjauan', 'fasilitas', 'utama', 'dan', 'penunjang', 'seperti', 'dermaga', 'dan', 'unit', 'cold', 'storage', 'yang', 'ada', 'di', 'PPN', 'merauke', 'selanjutnya', 'tim', 'kunjungan', 'kerja', 'reses', 'melihat', 'secara', 'langsung', 'kegiatan']","['kegiatan', 'kunjungan', 'kerja', 'reses', 'dihadiri', 'anggota', 'komisi', 'IV', 'DPR', 'RI', 'tersebut', 'dimulai', 'fasilitas', 'penunjang', 'seperti', 'unit', 'ada', 'PPN', 'selanjutnya', 'tim', 'kunjungan', 'kerja', 'reses', 'melihat', 'langsung', 'kegiatan']","['yang', 'oleh', 'yang']","['dengan', 'peninjauan', 'utama', 'dan', 'dermaga', 'dan', 'cold', 'storage', 'di', 'merauke', 'secara']"
